"Gene_set","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP",0.896828911548118,-0.0657623948736857,9.77217983643917,5.54246884398463e-07,0.00125122918159683,6.5836034650333
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP",0.842975421607842,-0.0636705049506167,8.17876812661108,3.48539227798806e-06,0.00134801873361038,4.8743277300449
"GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP",0.765267037210602,-0.0444475914894746,9.16166010517064,1.08879947928467e-06,0.00125122918159683,5.96356359646024
"GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_DN",0.759564887114283,-0.0218337202788136,4.94227877041387,0.000364691999251622,0.00702284355871108,0.346140505713341
"GSE7509_UNSTIM_VS_IFNA_STIM_IMMATURE_DC_DN",0.756729809374755,-0.0443147889860275,8.9511380126925,1.38547834141386e-06,0.00125122918159683,5.74003295226282
"GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP",0.725537923744401,-0.0523845412068451,7.5684042179481,7.56523314786141e-06,0.00168933637418912,4.13620682533803
"GSE22935_WT_VS_MYD88_KO_MACROPHAGE_UP",0.711988301260203,-0.0283166027285737,8.94518527122928,1.39503867755539e-06,0.00125122918159683,5.73363735660768
"GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN",0.705649867030147,-0.0356383296713369,8.03830970201424,4.15030398279059e-06,0.00134801873361038,4.70884043245174
"GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN",0.69798205845973,-0.0342867945819786,7.84116986650833,5.32263499410878e-06,0.00152540457007635,4.47220821574262
"GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_DN",0.687478291690457,-0.0494127932615986,8.12272417642164,3.7358899400799e-06,0.00134801873361038,4.80860395869231
"GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN",0.68135458433171,-0.0512099736874046,7.70233770470922,6.35879248710464e-06,0.00163052826300915,4.30245209152214
"GSE42021_TREG_VS_TCONV_PLN_UP",0.66706596318785,-0.0280337651993278,8.30817301491222,2.97318995543297e-06,0.00134801873361038,5.02454247871393
"GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN",0.658110418011994,0.0156603338002077,5.01482491867254,0.000323515428428236,0.00673575712522379,0.464736718112556
"GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP",0.656260460603551,-0.0241369144089333,6.8833947087411,1.90320933778545e-05,0.0023842732506895,3.24662588129741
"GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN",0.655414669652133,-0.0205369076688055,5.88614696838392,8.1290208044637e-05,0.00368064366150764,1.82801042766397
"GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN",0.653077583513192,-0.0168487895807524,8.05848921788625,4.04694483287734e-06,0.00134801873361038,4.7327736490982
"GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN",0.652257516307983,-0.0424250912587413,6.5982887985018,2.84349328123256e-05,0.00265398448596621,2.85633983261355
"GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_UP",0.649487875578581,-0.0303185032256951,8.28761125986185,3.04886561061753e-06,0.00134801873361038,5.00081692353959
"GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_DN",0.647498147092543,-0.0368145360051034,7.63383623700968,6.94781897784821e-06,0.00168933637418912,4.21773084497272
"GSE26890_CXCR1_NEG_VS_POS_EFFECTOR_CD8_TCELL_UP",0.634942832351055,-0.0252125484674841,5.94903466996605,7.38815683491726e-05,0.00356387129700167,1.9219352244536
"GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN",0.630859969565204,-0.0331684215292155,8.20813473312887,3.36137571111611e-06,0.00134801873361038,4.90860483593102
"GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_DN",0.629719927890524,-0.0379286020547311,8.85942685407021,1.54092263743452e-06,0.00125122918159683,5.6410353314831
"GSE33424_CD161_INT_VS_NEG_CD8_TCELL_UP",0.629093812428327,-0.0368960122525971,5.24430516917722,0.000222539958091122,0.00542107337909973,0.834846784221775
"GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN",0.626361803036539,0.00608607819485671,4.28214400410405,0.001120781849131,0.0131894907462953,-0.765734218612392
"GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_DN",0.625153154893798,-0.0240764413000126,7.7732609497131,5.80485163364762e-06,0.00157117984217396,4.38949748012733
"GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN",0.624440888264106,-0.0321260258141129,6.33166660145674,4.17961965685826e-05,0.00325206325416926,2.48036471187433
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN",0.624415828243397,-0.0316665913667308,7.0057001158585,1.60725798207247e-05,0.0023842732506895,3.41038552459185
"GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_DN",0.618859635730428,-0.011978904031184,8.86526600441257,1.53048719114543e-06,0.00125122918159683,5.64736805643712
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN",0.617400507262177,-0.0256872837501794,6.05298886613493,6.31620135832669e-05,0.00331605408744286,2.07586465272961
"GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN",0.616727429051054,-0.0227088043725518,7.44022384468237,8.95147565353002e-06,0.00174446357535993,3.97479079797793
"GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN",0.615336953601477,-0.00692946579858626,5.54814155521605,0.000137158567343749,0.0043391983123295,1.31280555522699
"GSE29618_MONOCYTE_VS_PDC_UP",0.613871601540652,-0.0111314689761225,6.04217544680531,6.41959197441452e-05,0.00331605408744286,2.05992991488268
"GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_UP",0.607849515499813,-0.00994824403190641,8.37216024437829,2.75030009867964e-06,0.00134801873361038,5.09803274503536
"GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN",0.607577423256797,-0.0211898520369581,7.07109145986235,1.46953553415821e-05,0.0023842732506895,3.49704868038646
"GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_DN",0.604258499616707,-0.0388420396164848,7.54452127173436,7.80499766050711e-06,0.00168933637418912,4.10630363590015
"GSE19888_ADENOSINE_A3R_ACT_VS_TCELL_MEMBRANES_ACT_IN_MAST_CELL_UP",0.603784951185471,-0.0126250357790132,5.70157106826939,0.000107952780690838,0.00398443899640728,1.54883810218214
"GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN",0.603561853897512,-0.0245809243903359,8.06940005950562,3.99221140863009e-06,0.00134801873361038,4.74569192592827
"GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN",0.599646673200676,0.00439539193301409,5.42599707626802,0.000166356156743127,0.00482432854555069,1.12233763296464
"GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN",0.599096915673497,-0.0267241069989709,6.80396050027038,2.12620547773473e-05,0.0023842732506895,3.13909523759985
"GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN",0.597950737566472,-0.0189144589696541,6.85561084491194,1.97823059640667e-05,0.0023842732506895,3.20912012320267
"GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_UP",0.595512403871682,0.0122136659182056,3.4409007036579,0.00504322399502683,0.031260289190548,-2.24849581340713
"GSE18281_SUBCAPSULAR_VS_CENTRAL_CORTICAL_REGION_OF_THYMUS_DN",0.594880770262581,-0.0211065498348755,6.90827394957219,1.83860359783635e-05,0.0023842732506895,3.28011463369358
"GSE14000_UNSTIM_VS_4H_LPS_DC_DN",0.593611454549537,-0.0280396082674164,6.141649831757,5.53228111520746e-05,0.00331605408744286,2.20584133299078
"GSE42724_NAIVE_BCELL_VS_PLASMABLAST_UP",0.593048713219006,-0.0376816710503273,6.02584297950162,6.57917123226056e-05,0.00331605408744286,2.0358283155902
"GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP",0.591985766021518,-0.007732668525016,5.50361899125335,0.000147118928244695,0.00456537209177168,1.24364097627694
"GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN",0.591266297979645,-0.0364708239050364,6.3023592221086,4.36293051946223e-05,0.00325206325416926,2.43838176518477
"GSE36009_WT_VS_NLRP10_KO_DC_UP",0.588577144391943,-0.0240081781043314,7.35739827949646,9.99005817780021e-06,0.00180265049786084,3.86927292932579
"GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN",0.58852218180256,0.0109407483809977,4.97677156078713,0.000344467252385728,0.00687805103943962,0.402622278913482
"GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP",0.588474651877322,-0.0496123599616257,7.5280474705834,7.97511014087639e-06,0.00168933637418912,4.08563137970996
"GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN",0.581095897622871,-0.0317817457745489,6.24609232402326,4.73925474232384e-05,0.00325206325416926,2.35741331627358
"GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP",0.580394273912441,-0.0352675651256151,6.77666643356533,2.20912833484488e-05,0.0023842732506895,3.10193257992462
"GSE10325_BCELL_VS_MYELOID_DN",0.576612789424405,-0.0125786925286209,5.61501776912506,0.000123514952262496,0.00414022681527108,1.41612847128734
"GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN",0.576456622034377,0.00768301592632117,5.80093676729946,9.26092556786003e-05,0.00375993578055117,1.6997784733427
"GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_DN",0.575388166724853,-0.0319290021120308,6.9659924191478,1.69755981065619e-05,0.0023842732506895,3.35745832388124
"GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP",0.574648758370222,0.0082862010601813,4.83777659216914,0.000433941919646853,0.00771593077561849,0.173990133790955
"GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_DN",0.573950527972286,0.0122856241338046,3.49546641411607,0.00456582433937012,0.0296201014399617,-2.15100965132578
"GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN",0.572661083607799,-0.00491114272239794,7.38541654385663,9.6249974134793e-06,0.00180265049786084,3.90507510035718
"GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_DN",0.571319246500072,-0.0356189671830897,6.65967135442554,2.60568322950535e-05,0.00264476847794793,2.94138636521917
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN",0.56907490815295,-0.0102871145322713,5.61214332632346,0.000124070836418222,0.00414022681527108,1.41170152741986
"GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN",0.566585176022216,-0.0195779430041864,4.50534343225254,0.000761883580434332,0.0108631704624282,-0.383539431906015
"GSE22886_CTRL_VS_LPS_24H_DC_DN",0.563284781297775,-0.0199845591928602,7.8593028513354,5.20125888385459e-06,0.00152540457007635,4.49418905972406
"GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN",0.56318223355257,-0.00186249753793899,6.27167864225963,4.56402019897633e-05,0.00325206325416926,2.39429190090072
"GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_UP",0.562396007842921,-0.0429288638826067,6.7632455001637,2.25116111518303e-05,0.0023842732506895,3.08361874679676
"GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP",0.561419077262581,-0.0335185536183607,5.12815717310955,0.000268687861789179,0.0060885919192413,0.648486740017002
"GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_UP",0.559766902015121,-0.0324661128086534,6.13617993636146,5.57752154297966e-05,0.00331605408744286,2.19785727539476
"GSE42021_TREG_PLN_VS_TREG_PRECURSORS_THYMUS_DN",0.557827732527806,-0.0142555282628839,6.07302798911729,6.12924468573416e-05,0.00331605408744286,2.10534713007313
"GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP",0.557819936590965,-0.0139415774242917,5.47597259209748,0.00015368623638726,0.00463106344021916,1.20054142865208
"GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN",0.556282039274502,-0.0108325188022299,6.88505627520165,1.8988200478416e-05,0.0023842732506895,3.24886526125418
"GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_DN",0.556093444576628,-0.017160367668869,6.64460172459038,2.66203477489174e-05,0.00264682314760664,2.9205592157308
"GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN",0.552716349980465,-0.0220614014863005,7.46498824047663,8.66384087039211e-06,0.00174446357535993,4.00615395494247
"GSE21546_UNSTIM_VS_ANTI_CD3_STIM_ELK1_KO_DP_THYMOCYTES_UP",0.551722739381127,-0.039539235713033,5.12857931426681,0.000268502979997526,0.0060885919192413,0.649167670014795
"GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN",0.550038280600834,-0.0192111848889727,5.70453231428555,0.000107458546529419,0.00398443899640728,1.55335821744069
"GSE43863_TFH_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP",0.548869477770814,-0.0242734095533261,6.34822487755632,4.07968749539217e-05,0.00325206325416926,2.50402688839509
"GSE21360_NAIVE_VS_QUATERNARY_MEMORY_CD8_TCELL_DN",0.546661298543086,-0.00355315576683357,3.47732057395699,0.00471924325225074,0.0300158656983885,-2.18341975850073
"GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP",0.546612425303956,-0.0145253795952562,5.35062839877183,0.000187591593487729,0.00499424176760774,1.00368370466719
"GSE21063_WT_VS_NFATC1_KO_3H_ANTI_IGM_STIM_BCELL_DN",0.546016694917078,-0.0114800995960332,6.81841364025389,2.08364456457743e-05,0.0023842732506895,3.15872963410856
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN",0.545970453362263,-0.0171569844062672,5.23568356871773,0.000225660035682584,0.00546972982012712,0.821082043471487
"GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_DN",0.545771957855456,-0.0178734962787633,5.86773396387149,8.3605538048685e-05,0.00368064366150764,1.80039521131725
"GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN",0.545282354882632,-0.0114326877553858,5.76674030189515,9.76111979648263e-05,0.00383112457906787,1.64800347284683
"GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN",0.545060707930464,-0.0164299441703124,6.04319106561518,6.40980531558314e-05,0.00331605408744286,2.06142730046429
"GSE10325_BCELL_VS_LUPUS_BCELL_DN",0.54490444190666,-0.00275325897069346,4.88517666812345,0.000400961873936289,0.00740565958979139,0.252264522475201
"GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_DN",0.544862896598088,-0.00935222020309648,4.6165195278129,0.000630120849767494,0.00985584980794835,-0.195458753434363
"GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_UP",0.544248364936399,0.00036163337294128,4.82245874712375,0.000445198610225731,0.00783035245133488,0.148627913692637
"GSE33425_CD161_INT_VS_NEG_CD8_TCELL_DN",0.543536794270938,-0.00442116265395142,5.92038762846705,7.71634735401761e-05,0.00364990721444406,1.87922517024565
"GSE2706_UNSTIM_VS_8H_R848_DC_DN",0.541801720772918,-0.0478699654806101,6.25469264072723,4.67956853929597e-05,0.00325206325416926,2.36982041357134
"GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN",0.53994821405949,-0.00240272487730942,5.08442728877087,0.000288585047814598,0.0063644350652,0.577807376182173
"GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_DN",0.538566345924768,-0.0340438005645005,4.0626627127941,0.00164785574518842,0.0166218492558137,-1.1470058435302
"GSE29618_MONOCYTE_VS_MDC_UP",0.536084459826467,-0.00212776191755345,4.55107406173498,0.000704503250467968,0.0104010298069089,-0.30598376385719
"GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN",0.53606649512312,0.0286274687484715,3.24409413772344,0.00722922431850094,0.038892425782498,-2.60046994709674
"GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN",0.534316390198411,0.000898072436304843,5.84413475185474,8.6675685118349e-05,0.00373702599908492,1.76492585355919
"GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN",0.53356606455073,-0.0104553967369694,5.27523692967849,0.00021171508416582,0.00525708500196328,0.884139496967743
"GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN",0.532892630709072,-0.0261439755166273,5.47473010640934,0.000153988562667386,0.00463106344021916,1.19860172277556
"GSE36527_CD62L_HIGH_VS_CD62L_LOW_TREG_CD69_NEG_KLRG1_NEG_UP",0.531244189550474,-0.0121305911409062,5.76221371212163,9.82944524596643e-05,0.00383112457906787,1.64113657531535
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN",0.531052207549475,-0.0344283908013344,5.87485550074361,8.27018620787746e-05,0.00368064366150764,1.81108202444048
"GSE33425_CD161_HIGH_VS_INT_CD8_TCELL_UP",0.529708207514372,-0.0171612188111409,6.54913999645486,3.05055688042093e-05,0.00265398448596621,2.78783724972501
"GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP",0.52854503501914,-0.0254060071653601,6.01671132815826,6.67022373910921e-05,0.00331605408744286,2.02233505260509
"GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_DN",0.528372104578197,0.00353798652760314,6.61835862245465,2.7632905149155e-05,0.00265398448596621,2.88420879443488
"GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_UP",0.525527393108189,-0.0260723550705837,5.80786774047562,9.16289627038587e-05,0.00375993578055117,1.71025042861112
"GSE11057_PBMC_VS_MEM_CD4_TCELL_UP",0.525335638161601,-0.00175440835617744,3.95863955057299,0.00198190350299075,0.0182875641412328,-1.32937002244323
"GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN",0.524894971799334,-0.0125096306066928,6.5985407860291,2.84247106267004e-05,0.00265398448596621,2.85669011581402
"GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_DN",0.524150381390419,-0.0294598638132375,6.09807395920839,5.90379762116072e-05,0.00331605408744286,2.14210950309038
"GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN",0.524112779993766,-0.0101407080511929,6.2990776460937,4.38398196786982e-05,0.00325206325416926,2.43367277316816
"GSE29618_PDC_VS_MDC_DN",0.52329390779846,-0.00243186533907503,6.47276119213878,3.40483383931007e-05,0.00284941775427985,2.68066257626984
"GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN",0.522773454158086,-0.00194610242409758,5.82417986917767,8.93649571529068e-05,0.00375993578055117,1.73486723018515
"GSE27434_WT_VS_DNMT1_KO_TREG_DN",0.52198518028518,0.00584466488431849,5.27906826276103,0.000210413427058516,0.00525708500196328,0.890235157480815
"GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP",0.520922683160529,0.00882281963895302,6.15170343168721,5.45014309800102e-05,0.00331605408744286,2.22050401002133
"GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP",0.520116664138894,0.0279339055170797,3.61505715352398,0.00367433232355897,0.0257573339286033,-1.93770271982974
"GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN",0.520023450148944,-0.0106336225612067,5.89547866124911,8.01428438767744e-05,0.00368064366150764,1.84198593608723
"GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN",0.519804773120574,0.00514984388670392,5.14717314512691,0.000260491010608036,0.0060723071946524,0.679134273057122
"GSE41867_MEMORY_VS_EXHAUSTED_CD8_TCELL_DAY30_LCMV_UP",0.516648548528197,-0.0318496405591463,6.57258261145027,2.94985913117711e-05,0.00265398448596621,2.82055621326227
"GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_DN",0.51663374072151,-0.0344536099860907,6.13755359573542,5.56612345445231e-05,0.00331605408744286,2.19986274829791
"GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP",0.514243680036687,-0.00513641047608302,5.74623983983052,0.000100746346243959,0.0038346578039107,1.61687890228799
"GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_DN",0.513202603131681,0.00406627786402081,6.38905229597806,3.8439852737852e-05,0.00312131604231358,2.56219271595165
"GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP",0.512833536534695,-0.0333209211060385,4.74454601097664,0.000507388337804446,0.0084657396636413,0.0191244607837886
"GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP",0.509707976328911,0.0217349807775229,4.86648888922613,0.000413638866027498,0.00754774739807479,0.221441901736002
"GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN",0.508353904302653,0.0180413241355158,4.39603732574121,0.000919692443719426,0.0119805924754039,-0.569967124374442
"GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_UP",0.508103290176844,-0.00789961347522016,5.25409972566499,0.000219050488587039,0.0053806066885988,0.850470773732517
"GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP",0.506988755443356,0.0144297859748891,3.51738038924669,0.00438731099243944,0.0290021017589338,-2.11188286681104
"GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_UP",0.50673305354182,-0.0234256137070976,4.90203530144233,0.000389875426728137,0.00733195284856247,0.280028112001767
"GSE19888_ADENOSINE_A3R_INH_VS_INH_PRETREAT_AND_ACT_WITH_TCELL_MEMBRANES_MAST_CELL_UP",0.506337305259786,-0.0163054115370268,6.58280200825837,2.90707496656084e-05,0.00265398448596621,2.83479369973149
"GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_DN",0.506237074308313,0.0146694986811649,6.4635062116503,3.45064957927978e-05,0.00284941775427985,2.66761636664739
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN",0.50623665735964,-0.026406810424934,6.76415607315002,2.24828252165476e-05,0.0023842732506895,3.08486213149984
"GSE37533_PPARG2_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN",0.506160585964926,-0.0172818750794253,5.75157280102073,9.99206441173264e-05,0.0038346578039107,1.62498180209091
"GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_UP",0.505757759534583,-0.00607042728672097,6.78761747379189,2.17545084193699e-05,0.0023842732506895,3.11685634704601
"GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN",0.50485574046512,-0.0366653566812657,6.16005649981379,5.38288359946644e-05,0.00331605408744286,2.23267480339945
"GSE6259_CD4_TCELL_VS_CD8_TCELL_DN",0.50417762051377,-0.0154297960003423,5.10494764057407,0.000279061829326297,0.00627105288635879,0.611008668447241
"GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP",0.503779784511194,-0.0198853997566794,6.01934686035104,6.6438081363513e-05,0.00331605408744286,2.02623072310724
"GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN",0.503229227376063,-0.0178246935045943,6.88753046130033,1.8923040917816e-05,0.0023842732506895,3.25219910141973
"GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN",0.501337691462343,-0.0117180808086271,5.76821234046126,9.73900901714368e-05,0.00383112457906787,1.65023589841028
"GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP",0.500544269838379,-0.00285771701794885,6.52620717037851,3.15261300735392e-05,0.00269465448628567,2.7557500346493
"GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN",0.500143998708451,0.00109538233052442,5.59357423406956,0.000127726248591074,0.00416631828552412,1.3830727802501
"GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_DN",0.500034319349821,-0.0199977642846988,6.1065150873434,5.82981361003869e-05,0.00331605408744286,2.1544777352572
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN",0.499545287280019,-0.0168609115595917,4.97003782771193,0.000348320932641455,0.00690297349013141,0.391609177105948
"GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN",0.499541430218875,-0.00997821654875822,4.52955827554969,0.000730916201892343,0.0106917379912979,-0.342439930901612
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN",0.497842430372855,-0.0224546280920627,5.27273121416468,0.000212570965801882,0.00525708500196328,0.880151711784311
"GSE17721_0.5H_VS_24H_CPG_BMDC_DN",0.49734479881658,-0.00337460531070097,7.04926714388424,1.51404467933457e-05,0.0023842732506895,3.46819369078054
"GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN",0.495779260348598,-0.0299759239012123,6.27086454004928,4.56948841965202e-05,0.00325206325416926,2.39312003712847
"GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_UP",0.494314493385169,-0.014928652944475,6.79820074995811,2.1434239560056e-05,0.0023842732506895,3.13126211265776
"GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN",0.494073007193569,-0.0258109424644412,5.63079806730975,0.000120509794493276,0.00414022681527108,1.44040930764083
"GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP",0.494072882875272,-0.0171713729308144,4.43949726424227,0.0008532143677395,0.011404995286709,-0.495668806090941
"GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP",0.493932053295888,-0.00527643450766407,5.41226434771507,0.000170027635344092,0.00483842147909022,1.10078187506618
"GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN",0.493660705172616,0.0177386790885597,4.21574418731216,0.0012586514222468,0.0141293772561899,-0.880544504578891
"GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP",0.493321751101339,-0.00207267316448169,6.11486737423486,5.75757648808721e-05,0.00331605408744286,2.16670506902293
"GSE4590_SMALL_VS_LARGE_PRE_BCELL_UP",0.492358402127524,-0.00437470339547768,6.14211213005056,5.52847543837344e-05,0.00331605408744286,2.20651591082529
"GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP",0.4911513022881,-0.0181608688736489,5.56857123726491,0.000132829114597499,0.00427908625403413,1.34444150396088
